Name,ID,Ligand,Action,Value,Parameter,Uniprot,Class
5-HT7receptor,8434,LP-12,Agonist,9.9,pKi,P34969,agonists
5-HT7receptor,4,5-CT,Fullagonist,9.5–9.9,pKi,P34969,agonists
5-HT7receptor,8435,LP-44,Agonist,9.7,pKi,P34969,agonists
5-HT7receptor,4,5-CT,Fullagonist,9.0–10.0,pKi,P34969,agonists
5-HT7receptor,8436,LP-211,Agonist,9.2,pKi,P34969,agonists
5-HT7receptor,8433,AS-19,Agonist,9.2,pKi,P34969,agonists
5-HT7receptor,4,5-CT,Fullagonist,9.0,pKi,P34969,agonists
5-HT7receptor,107,5-MeOT,Fullagonist,8.8–9.2,pKi,P34969,agonists
5-HT7receptor,5,5-hydroxytryptamine,Fullagonist,8.7–9.2,pKi,P34969,agonists
5-HT7receptor,107,5-MeOT,Fullagonist,8.3–9.5,pKi,P34969,agonists
5-HT7receptor,5,5-hydroxytryptamine,Fullagonist,8.1–9.6,pKi,P34969,agonists
5-HT7receptor,43,lisuride,Fullagonist,8.2–9.3,pKi,P34969,agonists
5-HT7receptor,48,pergolide,Fullagonist,8.3–9.0,pKi,P34969,agonists
5-HT7receptor,3929,E55888,Fullagonist,8.6,pKi,P34969,agonists
5-HT7receptor,5,5-hydroxytryptamine,Fullagonist,8.3,pKi,P34969,agonists
5-HT7receptor,122,dipropyl-5-CT,Fullagonist,8.2–8.4,pKi,P34969,agonists
5-HT7receptor,107,5-MeOT,Fullagonist,8.2,pKi,P34969,agonists
5-HT7receptor,154,(+)-LSD,Fullagonist,8.0,pKi,P34969,agonists
5-HT7receptor,34,aripiprazole,Partialagonist,7.8,pKi,P34969,agonists
5-HT7receptor,268,OPC4392,Fullagonist,7.7,pKi,P34969,agonists
5-HT7receptor,35,bromocriptine,Fullagonist,7.3–8.0,pKi,P34969,agonists
5-HT7receptor,125,tryptamine,Fullagonist,7.5–7.8,pKi,P34969,agonists
5-HT7receptor,3,1-naphthylpiperazine,Fullagonist,7.5–7.7,pKi,P34969,agonists
5-HT7receptor,145,5-MeO-DMT,Fullagonist,7.4–7.7,pKi,P34969,agonists
5-HT7receptor,7,8-OH-DPAT,Fullagonist,7.3–7.5,pKi,P34969,agonists
5-HT7receptor,3,1-naphthylpiperazine,Fullagonist,7.1,pKi,P34969,agonists
5-HT7receptor,144,bufotenine,Fullagonist,7.0,pKi,P34969,agonists
5-HT7receptor,7,8-OH-DPAT,Fullagonist,6.3–7.6,pKi,P34969,agonists
5-HT7receptor,23,RU24969,Fullagonist,6.9,pKi,P34969,agonists
5-HT7receptor,57,xanomeline,Fullagonist,6.9,pKi,P34969,agonists
5-HT7receptor,125,tryptamine,Fullagonist,6.8,pKi,P34969,agonists
5-HT7receptor,280,2-MPP,Fullagonist,6.6–6.9,pKi,P34969,agonists
5-HT7receptor,267,DM-1451,Fullagonist,6.7,pKi,P34969,agonists
5-HT7receptor,7,8-OH-DPAT,Fullagonist,6.6,pKi,P34969,agonists
5-HT7receptor,12,EMDT,Fullagonist,6.5,pKi,P34969,agonists
5-HT7receptor,142,m-chlorophenylpiperazine,Fullagonist,6.4–6.6,pKi,P34969,agonists
5-HT7receptor,115,TFMPP,Fullagonist,6.3–6.6,pKi,P34969,agonists
5-HT7receptor,36,buspirone,Partialagonist,6.4,pKi,P34969,agonists
5-HT7receptor,240,cisapride,Fullagonist,5.8,pKi,P34969,agonists
5-HT7receptor,29,capeserod,Partialagonist,5.5,pKi,P34969,agonists
5-HT7receptor,21,LY344864,Fullagonist,5.3,pKi,P34969,agonists
5-HT7receptor,96,risperidone,Inverseagonist,8.9–9.0,pKd,P34969,antagonists
5-HT7receptor,3247,[3H]SB269970,Antagonist,8.9,pKd,P34969,antagonists
5-HT7receptor,7461,lurasidone,Antagonist,9.3,pKi,P34969,antagonists
5-HT7receptor,90,pimozide,Antagonist,9.3,pKi,P34969,antagonists
5-HT7receptor,89,methiothepin,Antagonist,9.0–9.4,pKi,P34969,antagonists
5-HT7receptor,101,tiospirone,Antagonist,9.2,pKi,P34969,antagonists
5-HT7receptor,89,methiothepin,Antagonist,8.4–9.4,pKi,P34969,antagonists
5-HT7receptor,103,zotepine,Inverseagonist,8.8,pKi,P34969,antagonists
5-HT7receptor,3233,SB269970,Antagonist,8.6–8.9,pKi,P34969,antagonists
5-HT7receptor,3237,SB656104,Antagonist,8.7,pKi,P34969,antagonists
5-HT7receptor,8431,DR-4004,Antagonist,8.7,pKi,P34969,antagonists
5-HT7receptor,133,metergoline,Antagonist,8.2–8.9,pKi,P34969,antagonists
5-HT7receptor,96,risperidone,Inverseagonist,8.3–8.7,pKi,P34969,antagonists
5-HT7receptor,59,ziprasidone,Inverseagonist,8.4,pKi,P34969,antagonists
5-HT7receptor,103,zotepine,Inverseagonist,8.4,pKi,P34969,antagonists
5-HT7receptor,283,pirenperone,Antagonist,8.2–8.5,pKi,P34969,antagonists
5-HT7receptor,279,fluperlapine,Inverseagonist,8.3,pKi,P34969,antagonists
5-HT7receptor,89,methiothepin,Antagonist,8.2,pKi,P34969,antagonists
5-HT7receptor,8432,JNJ-18038683,Antagonist,8.2,pKi,P34969,antagonists
5-HT7receptor,204,fluphenazine,Inverseagonist,8.1,pKi,P34969,antagonists
5-HT7receptor,121,dihydroergotamine,Antagonist,8.0,pKi,P34969,antagonists
5-HT7receptor,272,2-bromo-LSD,Antagonist,8.0,pKi,P34969,antagonists
5-HT7receptor,133,metergoline,Antagonist,7.2–8.7,pKi,P34969,antagonists
5-HT7receptor,206,mesulergine,Antagonist,7.7–8.2,pKi,P34969,antagonists
5-HT7receptor,134,methysergide,Antagonist,7.9,pKi,P34969,antagonists
5-HT7receptor,134,methysergide,Antagonist,7.9,pKi,P34969,antagonists
5-HT7receptor,204,fluphenazine,Inverseagonist,7.9,pKi,P34969,antagonists
5-HT7receptor,99,spiperone,Antagonist,7.7–8.0,pKi,P34969,antagonists
5-HT7receptor,206,mesulergine,Antagonist,7.5–8.2,pKi,P34969,antagonists
5-HT7receptor,97,ritanserin,Antagonist,7.7–7.8,pKi,P34969,antagonists
5-HT7receptor,38,clozapine,Inverseagonist,7.2–8.2,pKi,P34969,antagonists
5-HT7receptor,87,iloperidone,Antagonist,7.7,pKi,P34969,antagonists
5-HT7receptor,83,chlorpromazine,Inverseagonist,7.6,pKi,P34969,antagonists
5-HT7receptor,83,chlorpromazine,Inverseagonist,7.6,pKi,P34969,antagonists
5-HT7receptor,206,mesulergine,Antagonist,7.6,pKi,P34969,antagonists
5-HT7receptor,209,perphenazine,Inverseagonist,7.6,pKi,P34969,antagonists
5-HT7receptor,38,clozapine,Inverseagonist,7.2–7.8,pKi,P34969,antagonists
5-HT7receptor,62,(+)-butaclamol,Antagonist,7.5,pKi,P34969,antagonists
5-HT7receptor,99,spiperone,Antagonist,7.0–8.0,pKi,P34969,antagonists
5-HT7receptor,133,metergoline,Antagonist,7.5,pKi,P34969,antagonists
5-HT7receptor,272,2-bromo-LSD,Antagonist,7.5,pKi,P34969,antagonists
5-HT7receptor,279,fluperlapine,Inverseagonist,7.5,pKi,P34969,antagonists
5-HT7receptor,281,SB258719,Inverseagonist,7.5,pKi,P34969,antagonists
5-HT7receptor,134,methysergide,Antagonist,7.1–7.8,pKi,P34969,antagonists
5-HT7receptor,135,mianserin,Antagonist,7.3–7.6,pKi,P34969,antagonists
5-HT7receptor,38,clozapine,Inverseagonist,7.4,pKi,P34969,antagonists
5-HT7receptor,201,amoxapine,Antagonist,7.4,pKi,P34969,antagonists
5-HT7receptor,149,ergotamine,Antagonist,7.3,pKi,P34969,antagonists
5-HT7receptor,277,cyproheptadine,Antagonist,7.1–7.5,pKi,P34969,antagonists
5-HT7receptor,84,cyamemazine,Antagonist,7.2,pKi,P34969,antagonists
5-HT7receptor,99,spiperone,Antagonist,7.2,pKi,P34969,antagonists
5-HT7receptor,100,thioridazine,Inverseagonist,7.2,pKi,P34969,antagonists
5-HT7receptor,135,mianserin,Antagonist,7.0–7.4,pKi,P34969,antagonists
5-HT7receptor,209,perphenazine,Inverseagonist,7.2,pKi,P34969,antagonists
5-HT7receptor,97,ritanserin,Antagonist,6.8–7.4,pKi,P34969,antagonists
5-HT7receptor,205,loxapine,Antagonist,6.8–7.4,pKi,P34969,antagonists
5-HT7receptor,100,thioridazine,Inverseagonist,7.1,pKi,P34969,antagonists
5-HT7receptor,62,(+)-butaclamol,Antagonist,7.0,pKi,P34969,antagonists
5-HT7receptor,87,iloperidone,Antagonist,7.0,pKi,P34969,antagonists
5-HT7receptor,135,mianserin,Antagonist,7.0,pKi,P34969,antagonists
5-HT7receptor,282,dihydroergocryptine,Antagonist,7.0,pKi,P34969,antagonists
5-HT7receptor,200,amitriptyline,Antagonist,6.9–7.0,pKi,P34969,antagonists
5-HT7receptor,47,olanzapine,Antagonist,6.8–7.0,pKi,P34969,antagonists
5-HT7receptor,277,cyproheptadine,Antagonist,6.9,pKi,P34969,antagonists
5-HT7receptor,71,MPDT,Antagonist,6.8,pKi,P34969,antagonists
5-HT7receptor,121,dihydroergotamine,Antagonist,6.8,pKi,P34969,antagonists
5-HT7receptor,88,ketanserin,Antagonist,6.6–6.7,pKi,P34969,antagonists
5-HT7receptor,47,olanzapine,Antagonist,6.5,pKi,P34969,antagonists
5-HT7receptor,282,dihydroergocryptine,Antagonist,6.5,pKi,P34969,antagonists
5-HT7receptor,86,haloperidol,Antagonist,6.3–6.6,pKi,P34969,antagonists
5-HT7receptor,86,haloperidol,Antagonist,6.3–6.6,pKi,P34969,antagonists
5-HT7receptor,36,buspirone,Antagonist,6.4,pKi,P34969,antagonists
5-HT7receptor,88,ketanserin,Antagonist,6.4,pKi,P34969,antagonists
5-HT7receptor,200,amitriptyline,Antagonist,6.4,pKi,P34969,antagonists
5-HT7receptor,54,sumatriptan,Antagonist,6.2–6.6,pKi,P34969,antagonists
5-HT7receptor,7351,vortioxetine,Antagonist,6.3,pKi,P34969,antagonists
5-HT7receptor,86,haloperidol,Antagonist,6.3,pKi,P34969,antagonists
5-HT7receptor,115,TFMPP,Antagonist,6.3,pKi,P34969,antagonists
5-HT7receptor,88,ketanserin,Antagonist,5.9–6.5,pKi,P34969,antagonists
5-HT7receptor,54,sumatriptan,Antagonist,5.7–6.0,pKi,P34969,antagonists
5-HT7receptor,102,yohimbine,Antagonist,5.6,pKi,P34969,antagonists
5-HT7receptor,257,SB207710,Antagonist,5.3–5.5,pKi,P34969,antagonists
5-HT7receptor,83,chlorpromazine,Inverseagonist,5.3,pKi,P34969,antagonists
M1receptor,292,NNC11-1585,Fullagonist,9.9,pKi,P11229,agonists
M1receptor,293,NNC11-1607,Fullagonist,8.6,pKi,P11229,agonists
M1receptor,304,pentylthio-TZTP,Fullagonist,8.6,pKi,P11229,agonists
M1receptor,291,NNC11-1314,Fullagonist,7.4,pKi,P11229,agonists
M1receptor,57,xanomeline,Partialagonist,6.7–7.9,pKi,P11229,agonists
M1receptor,306,sabcomeline,Partialagonist,6.7,pKi,P11229,agonists
M1receptor,295,arecaidinepropargylester,Fullagonist,6.4,pKi,P11229,agonists
M1receptor,5441,LY593093,Partialagonist,6.2,pKi,P11229,agonists
M1receptor,289,AC-42,Fullagonist,6.2,pKi,P11229,agonists
M1receptor,302,oxotremorine,Partialagonist,6.0,pKi,P11229,agonists
M1receptor,296,arecoline,Fullagonist,5.7,pKi,P11229,agonists
M1receptor,303,oxotremorine-M,Fullagonist,5.6,pKi,P11229,agonists
M1receptor,302,oxotremorine,Partialagonist,5.5,pKi,P11229,agonists
M1receptor,9658,cevimeline,Agonist,5.3,pKi,P11229,agonists
M1receptor,296,arecoline,Partialagonist,5.3,pKi,P11229,agonists
M1receptor,290,McN-A-343,Partialagonist,5.1,pKi,P11229,agonists
M1receptor,303,oxotremorine-M,Fullagonist,5.1,pKi,P11229,agonists
M1receptor,305,pilocarpine,Partialagonist,5.1,pKi,P11229,agonists
M1receptor,290,McN-A-343,Partialagonist,4.8–5.2,pKi,P11229,agonists
M1receptor,294,acetylcholine,Fullagonist,5.0,pKi,P11229,agonists
M1receptor,305,pilocarpine,Partialagonist,4.9,pKi,P11229,agonists
M1receptor,301,milameline,Partialagonist,4.8,pKi,P11229,agonists
M1receptor,294,acetylcholine,Fullagonist,4.3–4.9,pKi,P11229,agonists
M1receptor,300,methylfurmethide,Fullagonist,4.6,pKi,P11229,agonists
M1receptor,287,(-)-YM796,Partialagonist,4.3–4.8,pKi,P11229,agonists
M1receptor,285,(±)YM796,Partialagonist,4.1–4.7,pKi,P11229,agonists
M1receptor,298,carbachol,Fullagonist,3.2–5.3,pKi,P11229,agonists
M1receptor,299,furtrethonium,Fullagonist,4.1,pKi,P11229,agonists
M1receptor,297,bethanechol,Fullagonist,4.0,pKi,P11229,agonists
M1receptor,298,carbachol,Fullagonist,3.9,pKi,P11229,agonists
M1receptor,297,bethanechol,Fullagonist,3.7,pKi,P11229,agonists
M1receptor,7822,AZD6088,Partialagonist,8.3,pEC50,P11229,agonists
M1receptor,7438,methacholine,Agonist,6.4,pEC50,P11229,agonists
M1receptor,286,(+)-aceclidine,Fullagonist,5.4,pEC50,P11229,agonists
M1receptor,288,(-)-aceclidine,Partialagonist,5.0,pEC50,P11229,agonists
M1receptor,3268,[11C]butylthio-TZTP,Fullagonist,-,-,P11229,agonists
M1receptor,3278,[11C]xanomeline,Fullagonist,-,-,P11229,agonists
M1receptor,6937,iperoxo,Agonist,-,-,P11229,agonists
M1receptor,10259,SPP1,Agonist,-,-,P11229,agonists
M1receptor,318,[3H]QNB,Antagonist,10.6–10.8,pKd,P11229,antagonists
M1receptor,8598,Cy3B-telenzepine,Antagonist,10.5,pKd,P11229,antagonists
M1receptor,317,[3H]N-methylscopolamine,Antagonist,9.4–10.3,pKd,P11229,antagonists
M1receptor,317,[3H]N-methylscopolamine,Antagonist,9.7,pKd,P11229,antagonists
M1receptor,7128,biperiden,Antagonist,9.3,pKd,P11229,antagonists
M1receptor,8600,Alexa-488-telenzepine,Antagonist,9.3,pKd,P11229,antagonists
M1receptor,319,[3H]darifenacin,Antagonist,8.8,pKd,P11229,antagonists
M1receptor,3272,[3H]pirenzepine,Antagonist,7.9,pKd,P11229,antagonists
M1receptor,3272,[3H]pirenzepine,Antagonist,7.7–7.9,pKd,P11229,antagonists
M1receptor,309,otenzepad,Antagonist,6.2,pKd,P11229,antagonists
M1receptor,367,tiotropium,Antagonist,9.6–10.7,pKi,P11229,antagonists
M1receptor,316,N-methylscopolamine,Antagonist,9.9,pKi,P11229,antagonists
M1receptor,7354,umeclidinium,Antagonist,9.8,pKi,P11229,antagonists
M1receptor,329,propantheline,Antagonist,9.7,pKi,P11229,antagonists
M1receptor,325,ipratropium,Antagonist,9.3–9.8,pKi,P11229,antagonists
M1receptor,8594,[3H](+)telenzepine,Antagonist,9.4,pKi,P11229,antagonists
M1receptor,10129,revefenacin,Antagonist,9.4,pKi,P11229,antagonists
M1receptor,320,atropine,Antagonist,9.0–9.7,pKi,P11229,antagonists
M1receptor,307,4-DAMP,Antagonist,9.3,pKi,P11229,antagonists
M1receptor,355,dicyclomine,Antagonist,9.1,pKi,P11229,antagonists
M1receptor,320,atropine,Antagonist,8.5–9.6,pKi,P11229,antagonists
M1receptor,7601,benzatropine,Antagonist,9.0,pKi,P11229,antagonists
M1receptor,321,darifenacin,Antagonist,8.9–9.1,pKi,P11229,antagonists
M1receptor,330,scopolamine,Antagonist,9.0,pKi,P11229,antagonists
M1receptor,307,4-DAMP,Antagonist,8.9,pKi,P11229,antagonists
M1receptor,7315,trihexyphenidyl,Antagonist,8.9,pKi,P11229,antagonists
M1receptor,361,tripitramine,Antagonist,8.8,pKi,P11229,antagonists
M1receptor,331,silahexocyclium,Antagonist,8.7,pKi,P11229,antagonists
M1receptor,323,hexocyclium,Antagonist,8.6,pKi,P11229,antagonists
M1receptor,359,oxybutynin,Antagonist,8.6,pKi,P11229,antagonists
M1receptor,7181,ethopropazine,Antagonist,8.5,pKi,P11229,antagonists
M1receptor,360,tolterodine,Antagonist,8.4–8.5,pKi,P11229,antagonists
M1receptor,359,oxybutynin,Antagonist,8.2,pKi,P11229,antagonists
M1receptor,322,hexahydrodifenidol,Antagonist,8.0,pKi,P11229,antagonists
M1receptor,7483,solifenacin,Antagonist,8.0,pKi,P11229,antagonists
M1receptor,328,pirenzepine,Antagonist,7.6–8.3,pKi,P11229,antagonists
M1receptor,328,pirenzepine,Antagonist,7.8–7.9,pKi,P11229,antagonists
M1receptor,200,amitriptyline,Antagonist,7.8,pKi,P11229,antagonists
M1receptor,327,methoctramine,Antagonist,7.8,pKi,P11229,antagonists
M1receptor,3274,VU0255035,Antagonist,7.8,pKi,P11229,antagonists
M1receptor,7549,dosulepin,Antagonist,7.7,pKi,P11229,antagonists
M1receptor,310,hexahydrosiladifenidol,Antagonist,7.7,pKi,P11229,antagonists
M1receptor,310,hexahydrosiladifenidol,Antagonist,7.4–7.9,pKi,P11229,antagonists
M1receptor,7483,solifenacin,Antagonist,7.6,pKi,P11229,antagonists
M1receptor,3264,AFDX384,Antagonist,7.5,pKi,P11229,antagonists
M1receptor,308,p-F-HHSiD,Antagonist,7.1–7.8,pKi,P11229,antagonists
M1receptor,311,muscarinictoxin1,Antagonist,7.3–7.6,pKi,P11229,antagonists
M1receptor,3276,guanylpirenzepine,Antagonist,7.3–7.6,pKi,P11229,antagonists
M1receptor,8584,AQ-RA741,Antagonist,7.2–7.5,pKi,P11229,antagonists
M1receptor,313,muscarinictoxin3,Antagonist,7.1,pKi,P11229,antagonists
M1receptor,7391,droxidopa,Antagonist,7.1,pKi,P11229,antagonists
M1receptor,8604,BODIPY-pirenzepine,Antagonist,7.0,pKi,P11229,antagonists
M1receptor,327,methoctramine,Antagonist,6.6–7.3,pKi,P11229,antagonists
M1receptor,324,himbacine,Antagonist,6.7–7.1,pKi,P11229,antagonists
M1receptor,10104,(S)-dimetindene,Antagonist,6.7,pKi,P11229,antagonists
M1receptor,312,muscarinictoxin2,Antagonist,6.4,pKi,P11229,antagonists
M1receptor,309,otenzepad,Antagonist,5.9–6.3,pKi,P11229,antagonists
M1receptor,326,lithocholylcholine,Antagonist,5.6,pKi,P11229,antagonists
M1receptor,8591,ML381,Antagonist,<5.0,pKi,P11229,antagonists
M1receptor,7449,aclidinium,Antagonist,10.1–10.2,pIC50,P11229,antagonists
M1receptor,7459,glycopyrrolate,Antagonist,9.6–10.1,pIC50,P11229,antagonists
M1receptor,7483,solifenacin,Antagonist,7.2,pIC50,P11229,antagonists
M1receptor,3275,"[18F](R,R)-quinuclidinyl-4-fluoromethyl-benzilate",Antagonist,-,-,P11229,antagonists
M2receptor,8593,[3H]acetylcholine,Agonist,8.8,pKd,P08172,agonists
M2receptor,8595,[3H]oxotremorine-M,Fullagonist,8.7,pKd,P08172,agonists
M2receptor,292,NNC11-1585,Fullagonist,10.1,pKi,P08172,agonists
M2receptor,293,NNC11-1607,Fullagonist,8.2,pKi,P08172,agonists
M2receptor,304,pentylthio-TZTP,Fullagonist,7.9,pKi,P08172,agonists
M2receptor,7438,methacholine,Agonist,7.2,pKi,P08172,agonists
M2receptor,291,NNC11-1314,Fullagonist,7.2,pKi,P08172,agonists
M2receptor,57,xanomeline,Fullagonist,6.9–7.4,pKi,P08172,agonists
M2receptor,302,oxotremorine,Fullagonist,6.5,pKi,P08172,agonists
M2receptor,294,acetylcholine,Fullagonist,6.4,pKi,P08172,agonists
M2receptor,9658,cevimeline,Agonist,6.1,pKi,P08172,agonists
M2receptor,302,oxotremorine,Fullagonist,5.0–6.6,pKi,P08172,agonists
M2receptor,295,arecaidinepropargylester,Fullagonist,5.7,pKi,P08172,agonists
M2receptor,298,carbachol,Fullagonist,5.7,pKi,P08172,agonists
M2receptor,294,acetylcholine,Fullagonist,4.3–6.5,pKi,P08172,agonists
M2receptor,290,McN-A-343,Partialagonist,4.7–6.0,pKi,P08172,agonists
M2receptor,296,arecoline,Fullagonist,5.2,pKi,P08172,agonists
M2receptor,298,carbachol,Fullagonist,4.2–5.7,pKi,P08172,agonists
M2receptor,300,methylfurmethide,Fullagonist,4.9,pKi,P08172,agonists
M2receptor,303,oxotremorine-M,Fullagonist,4.9,pKi,P08172,agonists
M2receptor,305,pilocarpine,Partialagonist,4.9,pKi,P08172,agonists
M2receptor,299,furtrethonium,Fullagonist,4.5,pKi,P08172,agonists
M2receptor,297,bethanechol,Fullagonist,4.0,pKi,P08172,agonists
M2receptor,6937,iperoxo,Fullagonist,9.8,pEC50,P08172,agonists
M2receptor,286,(+)-aceclidine,Fullagonist,6.2–6.4,pEC50,P08172,agonists
M2receptor,288,(-)-aceclidine,Partialagonist,5.6–5.7,pEC50,P08172,agonists
M2receptor,3266,[18F]FP-TZTP,Fullagonist,-,-,P08172,agonists
M2receptor,313,muscarinictoxin3,Antagonist,>6.3,pA2,P08172,antagonists
M2receptor,318,[3H]QNB,Antagonist,10.1–10.6,pKd,P08172,antagonists
M2receptor,8592,[3H]tiotropium,Antagonist,10.3,pKd,P08172,antagonists
M2receptor,317,[3H]N-methylscopolamine,Antagonist,9.3–9.9,pKd,P08172,antagonists
M2receptor,351,[3H]clidinium,Antagonist,9.6,pKd,P08172,antagonists
M2receptor,317,[3H]N-methylscopolamine,Antagonist,9.5,pKd,P08172,antagonists
M2receptor,351,[3H]clidinium,Antagonist,9.5,pKd,P08172,antagonists
M2receptor,352,[3H]4NMPB,Antagonist,9.4,pKd,P08172,antagonists
M2receptor,368,[3H]AFDX-384,Antagonist,9.0,pKd,P08172,antagonists
M2receptor,7128,biperiden,Antagonist,8.2,pKd,P08172,antagonists
M2receptor,8598,Cy3B-telenzepine,Antagonist,10.4,pKi,P08172,antagonists
M2receptor,367,tiotropium,Antagonist,9.9–10.7,pKi,P08172,antagonists
M2receptor,7354,umeclidinium,Antagonist,9.8,pKi,P08172,antagonists
M2receptor,361,tripitramine,Antagonist,9.6,pKi,P08172,antagonists
M2receptor,325,ipratropium,Antagonist,9.3–9.8,pKi,P08172,antagonists
M2receptor,10129,revefenacin,Antagonist,9.5,pKi,P08172,antagonists
M2receptor,329,propantheline,Antagonist,9.5,pKi,P08172,antagonists
M2receptor,3255,THRX160209,Antagonist,9.5,pKi,P08172,antagonists
M2receptor,10470,mepenzolicacid,Antagonist,9.2,pKi,P08172,antagonists
M2receptor,320,atropine,Antagonist,9.0–9.1,pKi,P08172,antagonists
M2receptor,354,dexetimide,Antagonist,8.9,pKi,P08172,antagonists
M2receptor,354,dexetimide,Antagonist,8.8,pKi,P08172,antagonists
M2receptor,8600,Alexa-488-telenzepine,Antagonist,8.8,pKi,P08172,antagonists
M2receptor,330,scopolamine,Antagonist,8.7,pKi,P08172,antagonists
M2receptor,350,SCH57790,Antagonist,8.6,pKi,P08172,antagonists
M2receptor,8586,AE9C90CB,Antagonist,8.6,pKi,P08172,antagonists
M2receptor,7601,benzatropine,Antagonist,8.6,pKi,P08172,antagonists
M2receptor,320,atropine,Antagonist,7.8–9.2,pKi,P08172,antagonists
M2receptor,360,tolterodine,Inverseagonist,8.4–8.5,pKi,P08172,antagonists
M2receptor,307,4-DAMP,Antagonist,8.4,pKi,P08172,antagonists
M2receptor,8584,AQ-RA741,Antagonist,8.4,pKi,P08172,antagonists
M2receptor,307,4-DAMP,Antagonist,8.2,pKi,P08172,antagonists
M2receptor,324,himbacine,Antagonist,7.9–8.4,pKi,P08172,antagonists
M2receptor,3264,AFDX384,Antagonist,8.1–8.2,pKi,P08172,antagonists
M2receptor,7181,ethopropazine,Antagonist,8.1,pKi,P08172,antagonists
M2receptor,359,oxybutynin,Antagonist,7.9–8.1,pKi,P08172,antagonists
M2receptor,200,amitriptyline,Antagonist,7.9,pKi,P08172,antagonists
M2receptor,359,oxybutynin,Inverseagonist,7.9,pKi,P08172,antagonists
M2receptor,324,himbacine,Antagonist,7.9,pKi,P08172,antagonists
M2receptor,327,methoctramine,Antagonist,7.3–8.4,pKi,P08172,antagonists
M2receptor,323,hexocyclium,Antagonist,7.6,pKi,P08172,antagonists
M2receptor,10104,(S)-dimetindene,Antagonist,7.5,pKi,P08172,antagonists
M2receptor,331,silahexocyclium,Antagonist,7.5,pKi,P08172,antagonists
M2receptor,8583,UH-AH37,Antagonist,7.3–7.4,pKi,P08172,antagonists
M2receptor,327,methoctramine,Antagonist,7.3,pKi,P08172,antagonists
M2receptor,321,darifenacin,Inverseagonist,7.2–7.3,pKi,P08172,antagonists
M2receptor,7319,tropicamide,Antagonist,7.2,pKi,P08172,antagonists
M2receptor,7483,solifenacin,Antagonist,6.9–7.1,pKi,P08172,antagonists
M2receptor,7549,dosulepin,Antagonist,7.0,pKi,P08172,antagonists
M2receptor,309,otenzepad,Antagonist,6.7–7.2,pKi,P08172,antagonists
M2receptor,357,imipramine,Antagonist,6.9,pKi,P08172,antagonists
M2receptor,310,hexahydrosiladifenidol,Antagonist,6.7–6.8,pKi,P08172,antagonists
M2receptor,310,hexahydrosiladifenidol,Antagonist,6.6–6.8,pKi,P08172,antagonists
M2receptor,322,hexahydrodifenidol,Antagonist,6.7,pKi,P08172,antagonists
M2receptor,355,dicyclomine,Antagonist,6.6,pKi,P08172,antagonists
M2receptor,328,pirenzepine,Antagonist,5.3–7.4,pKi,P08172,antagonists
M2receptor,308,p-F-HHSiD,Antagonist,6.1–6.6,pKi,P08172,antagonists
M2receptor,328,pirenzepine,Antagonist,6.0–6.7,pKi,P08172,antagonists
M2receptor,3274,VU0255035,Antagonist,6.2,pKi,P08172,antagonists
M2receptor,313,muscarinictoxin3,Antagonist,<6.0,pKi,P08172,antagonists
M2receptor,309,otenzepad,Antagonist,4.6–7.3,pKi,P08172,antagonists
M2receptor,326,lithocholylcholine,Antagonist,5.4,pKi,P08172,antagonists
M2receptor,3276,guanylpirenzepine,Antagonist,5.3,pKi,P08172,antagonists
M2receptor,314,muscarinictoxin7,Antagonist,<5.0,pKi,P08172,antagonists
M2receptor,358,levetimide,Antagonist,5.0,pKi,P08172,antagonists
M2receptor,358,levetimide,Antagonist,4.8,pKi,P08172,antagonists
M2receptor,8591,ML381,Antagonist,<4.5,pKi,P08172,antagonists
M2receptor,7449,aclidinium,Antagonist,10.1,pIC50,P08172,antagonists
M2receptor,7459,glycopyrrolate,Antagonist,8.7–9.5,pIC50,P08172,antagonists
M2receptor,7483,solifenacin,Antagonist,6.2,pIC50,P08172,antagonists
M3receptor,292,NNC11-1585,Fullagonist,8.3,pKi,P20309,agonists
M3receptor,293,NNC11-1607,Fullagonist,8.1,pKi,P20309,agonists
M3receptor,304,pentylthio-TZTP,Fullagonist,8.1,pKi,P20309,agonists
M3receptor,291,NNC11-1314,Fullagonist,7.1–7.7,pKi,P20309,agonists
M3receptor,57,xanomeline,Partialagonist,7.2–7.4,pKi,P20309,agonists
M3receptor,306,sabcomeline,Partialagonist,7.0,pKi,P20309,agonists
M3receptor,295,arecaidinepropargylester,Fullagonist,5.7,pKi,P20309,agonists
M3receptor,294,acetylcholine,Fullagonist,5.6,pKi,P20309,agonists
M3receptor,9658,cevimeline,Agonist,5.6,pKi,P20309,agonists
M3receptor,296,arecoline,Fullagonist,5.4,pKi,P20309,agonists
M3receptor,302,oxotremorine,Fullagonist,5.3,pKi,P20309,agonists
M3receptor,290,McN-A-343,Partialagonist,5.0–5.3,pKi,P20309,agonists
M3receptor,301,milameline,Partialagonist,5.1,pKi,P20309,agonists
M3receptor,303,oxotremorine-M,Fullagonist,5.1,pKi,P20309,agonists
M3receptor,305,pilocarpine,Partialagonist,5.1,pKi,P20309,agonists
M3receptor,294,acetylcholine,Fullagonist,4.5–5.4,pKi,P20309,agonists
M3receptor,300,methylfurmethide,Fullagonist,4.6,pKi,P20309,agonists
